,Suspected,Infected,Recovered
0,28881.594073468063,30.20916002914832,-17.638762533729842
1,28850.288328622435,27.235985454056042,20.533259726534325
2,28821.22099196893,23.254374126920013,-34.419921634877824
3,28920.51939760787,21.471070948231638,5.271416402171203
4,28889.773414495157,18.532587921202374,11.623698735393068
5,28877.559710464477,16.645815554679125,-42.51869361311151
6,28875.389189417034,15.298132159435179,59.656317535750865
7,28878.50181916425,13.329488653115755,37.58641495925762
8,28908.96423719169,12.337671065158391,5.766847254323849
9,28879.661566469862,11.285811385361187,48.27132557509029
10,28877.766878359667,10.168076867025945,-4.826707341997313
11,28897.19411617787,7.784275583471036,38.82656377701552
12,28900.131932076838,8.517918106189418,2.817570123876795
13,28884.39956303275,7.160938935695468,58.29544165531709
14,28917.655130547348,5.918917333938986,38.87093489693514
15,28896.032825662238,5.700688936770272,58.19610169735813
16,28903.882233658354,5.523092882545353,22.96789856801066
17,28894.461164547913,4.5029883962642545,24.28094533723825
18,28901.814735628963,4.485696938645417,12.67953677683213
19,28818.788124969684,3.7073636411205477,53.18924853410589
20,28927.994192701724,2.7787795053399393,2.9657395725396327
21,28891.25070956423,3.939581117139556,49.56901600086391
22,28871.489991182527,3.3240142524173026,-61.95372153874575
23,28906.312988036276,3.3057792437755085,64.5021406988598
24,28872.023363569715,2.7880959884588186,14.12572480542655
25,28851.9778040497,2.4862770672626575,83.39391124907708
26,28890.08852554245,3.5648476927250607,76.05651533139297
27,28855.06157421976,2.124526192375786,64.56070689496858
28,28861.396032492656,2.3705797097608214,-28.806210992548593
29,28877.633753530095,1.7631670019519587,33.48362994229586
30,28909.781654379836,2.5835618901344923,76.44392341621028
31,28884.550732120217,2.183252325252264,50.628418556607166
32,28847.396920917632,1.826324518007521,63.7280347256398
33,28890.420827580063,1.4320913226131649,50.10590127098819
34,28826.910877827548,1.9929117305344954,-1.257497567096415
35,28862.549980846714,1.899622237132951,56.39472229695966
36,28893.19429272526,1.6271528163530276,58.040025203243246
37,28880.200919692325,1.890597775639953,27.70148475821362
38,28872.822793954027,1.9002831989991353,35.22950081300924
39,28861.635299150348,1.7816653376504328,48.504240682144044
40,28850.799265360918,1.9740223155069454,41.4853399982078
41,28874.378999100325,1.1883268856624731,81.99227837655593
42,28856.368852398668,1.1827253429569722,48.26492752381399
43,28897.91064491519,1.8077378826148263,27.63757589735833
44,28913.25998149454,2.1449765047680645,-3.8193993248292273
45,28862.33895097876,2.0275560021775907,41.19990935829573
46,28893.136686873917,2.0093320563365613,34.36232085395663
47,28841.975707059464,1.8996463316708394,24.46578636890655
48,28906.31462264393,0.6656133924642385,18.967848223167984
49,28876.91845642386,2.7149552183032135,28.72011014378754
50,28880.747454431275,1.3225663071217053,-4.966731659342301
51,28827.859708535452,1.4731675839930631,38.10706101181056
52,28844.292209924657,2.8157050732435653,44.93745197567003
53,28910.298514577356,2.7257304668357656,66.0335803815081
54,28886.584039675345,1.899297687215545,50.41825720218915
55,28886.91464738989,1.4825949551941415,42.29147314680289
56,28848.9165692374,1.6625680763301354,22.537219429670404
57,28847.61504676335,2.561600723900733,38.11667686380141
58,28869.745476870863,2.044697550913295,44.65703576147974
59,28858.9260466937,2.732516722375083,41.876406440642484
60,28877.607709037715,2.3806569016897368,64.39375970620644
61,28865.743872302806,1.681324746147021,20.435409277190182
62,28871.512455036158,1.2704132732715427,21.153148094647932
63,28873.726899534544,2.989474837983753,17.12777988575281
64,28837.530589872826,2.131625561543232,50.99970162394497
65,28891.141174294724,1.8052639109085786,42.464056124174796
66,28888.23022621684,2.19538762145265,37.218037371968315
67,28914.630181803757,1.6547970003024834,28.284911510143605
68,28900.805526471773,2.469100473335543,16.595732628791286
69,28843.22715195513,1.5713055086094818,79.00401498828838
70,28898.388756265784,2.187278879387283,70.24878348692494
71,28855.3728087305,2.800182728555056,16.068403247213713
72,28857.60720073912,2.8503175688054854,0.4448476089839559
73,28865.215974880997,2.32641184318457,41.320575089013886
