,Suspected,Infected,Recovered
0,1635486.8210956098,-2.0394281562302865,89.83179040314488
1,1634026.7936186783,-35.301236942327336,-803.1593976274235
2,1637393.011950888,80.1327726118663,-783.1232635260976
3,1635419.323384203,18.17892534459519,1003.1567634167524
4,1634772.6734501312,19.854150465238565,-1113.1737462480946
5,1635404.8610070413,49.113629884171914,-742.4572960862638
6,1635689.599067953,46.260822804283954,828.4374557186097
7,1634807.8472834337,48.77269135086171,-1121.7494555468097
8,1635005.312254926,39.411930784636034,354.36860176485345
9,1635262.441004826,51.03211157445893,882.7546495938185
10,1634125.9316818141,58.048285232352896,3010.536023738465
11,1634983.7702116417,51.83194516922876,650.132247758704
12,1635476.9710716289,89.51374595090249,-1393.729263600267
13,1635711.5950008421,63.477325007245355,-2472.0200998488244
14,1636278.979582427,47.74372851580162,108.98508291101165
15,1632686.6680881395,67.1810907887242,129.19934739134163
16,1637030.9159411788,9.311301413626467,-309.0668514189208
17,1635263.570328611,84.54611573021934,1921.1664823366166
18,1636653.0104983323,46.53505327978738,84.41402473905724
19,1636625.5815377336,56.898630768718355,-657.6175887474437
20,1635577.2442821465,67.54816242613036,-1356.750163507714
21,1633117.6474139674,53.454213206798585,-1806.8912286422644
22,1635745.5204294503,32.182461319716666,-571.6096436993164
23,1636240.4988207507,39.87935770891953,-996.9604364673755
24,1635790.5082795448,62.810814334727546,1258.3242474458702
25,1634571.7862001152,77.83395120711276,248.7611902526986
26,1633817.634343254,91.1559461179476,1472.838867948627
27,1633846.1684544834,82.93462548008594,-155.27245368620956
28,1635927.1992668475,114.74794897145617,569.3340641877115
29,1634171.846648936,95.22581435654075,-1488.036037958316
30,1636875.047412273,124.40889964460024,-1379.924505812125
31,1633822.4182555631,73.30792911357322,513.0104367611981
32,1633836.0448914177,84.64509977212748,-1358.8770751640996
33,1634618.1959725935,45.40634262116971,1301.1506539734014
34,1635077.3570791325,161.17154158211804,-24.765934089144167
35,1635476.8401560422,79.50992584377344,1839.6102046157714
36,1632072.7972690428,40.64559927412664,-1009.134764177513
37,1635634.0111090238,88.48047044744898,130.4263126505554
38,1632696.8773265756,79.31159180028439,-1183.3746958299773
39,1633643.3557464941,83.40672490016316,532.8369926147038
40,1635114.0095221703,123.21162937398711,290.0661561320649
41,1635461.995323502,119.97444672460546,1168.6442968398917
42,1633342.2785798023,84.68833579039341,1749.4010603185286
43,1635319.514512484,121.41132332601373,925.1707385569562
44,1635858.820968568,88.7347379403249,1817.1557900473776
45,1634981.6418118025,99.94051125111423,-1135.5213445199256
46,1632968.0196929332,54.104719732240035,-1351.4403616914155
47,1634995.8915035676,99.15554560498471,680.38043686167
48,1635651.4502229632,103.82220223327354,685.4188557983966
49,1636646.8678508769,71.69503948403141,334.1287964602608
50,1634859.959281838,120.43805074472668,-92.18340408634168
51,1635585.5517231594,108.13378476819426,910.5218585371406
52,1634707.4895113087,106.20604328741197,-1788.4674647299557
53,1633808.874894184,146.6827012939204,3001.9581252146027
54,1633412.741468012,87.3066443111832,1447.2266171049862
55,1633463.8428368487,67.8022374267233,-1309.6598734074937
56,1636533.001393614,121.12014309905256,59.957769046974704
57,1635567.3159733918,146.91833071115323,2272.902227212884
58,1635562.5081170113,63.692618700832135,626.6882514118097
59,1635868.3901822828,86.03431309224676,793.9908243212833
60,1633439.5927995206,121.92414223709369,-882.2388874331924
61,1633439.5385580142,115.893681353771,115.23932759938407
62,1634642.101342415,113.11353061045604,-2444.469721085964
63,1635458.3071112959,102.64653714821848,97.36930338575024
64,1636123.142923779,138.60712397821848,919.7020856249082
65,1634140.48594232,97.58861872498407,1216.7067489648953
66,1633951.0821073835,163.6886164279274,-746.6351576522624
67,1633227.2397038254,86.79813956931946,1333.4117516657038
68,1633214.0858781484,164.9528297798273,549.1104541241972
69,1633591.6261144984,93.11946005920188,1178.8737018629872
70,1633629.226879992,130.13374945863117,2968.1205358252164
71,1634519.0255785235,121.018001447053,-177.9624249572936
72,1632309.3397006472,169.23111198988187,12.21106191097499
73,1636554.229834862,147.8091469157759,1002.2665577643302
74,1635128.6224500788,146.3802875503399,701.4658521975963
75,1634012.3518921253,180.0503618628399,1165.6552298190509
76,1633504.1583894542,171.27595257382012,3110.1393365296267
77,1633131.0025366286,77.52607828848427,-2002.5186470779377
78,1633199.5084843724,155.18460629096117,3430.746081925173
79,1634016.8738742303,198.84316117100698,-1199.2217232027238
80,1634236.5694915638,119.96034308300793,200.3172316399333
81,1630850.7321847933,160.15884732372626,825.4084194100151
82,1633690.6920947316,150.38740606200201,1429.1037579128313
83,1633668.1679113836,156.8971679638534,702.6808543112148
84,1633414.1138677644,140.59416367568878,961.5993206473453
85,1634773.5315320045,211.89109570628895,-164.24255886842923
86,1633344.0485510756,166.55665436204728,881.6528502572299
87,1635574.2237741156,155.42165090880204,-924.0147596764388
88,1634457.1705194449,149.68579412067993,2942.0081400390195
89,1632873.3522840077,211.91326567240026,-558.1523017385762
90,1632649.5867761527,204.07482487359025,1649.346310433061
91,1632223.457691047,199.7896298622781,1765.2322763155828
92,1633143.7475150977,216.8578649520473,2042.2328263478366
93,1634055.3201885154,170.9146638204618,1851.7757825444005
94,1634893.746261194,202.43715234646604,2230.0331578653177
95,1635692.6242370775,189.27340871045178,1448.4169988005024
96,1634237.5932772679,190.53610661149233,1909.2370940068456
97,1634080.196725802,204.1372079982323,3650.3826303147525
98,1635287.4269857677,202.4941035599266,-1923.3302484951207
99,1634458.7965264912,156.13486741276577,887.2106685110793
100,1630785.429744609,189.49717519636954,400.6063653167737
101,1635384.063569676,179.1858332441803,3263.665021918444
102,1636872.0686967336,223.03816144113839,2398.13877707065
103,1633017.394467293,199.02649676564567,669.9956446990394
104,1632508.7565268637,174.98105710024967,-4.683456852479139
105,1631953.3352988563,223.0453334593531,3259.4638933273836
106,1631798.4047160617,197.14354106158947,2787.6019477259106
107,1633210.4781885417,235.86982914230052,1905.3523832110793
108,1634208.973932298,223.21269790689828,171.79138625467976
109,1634500.4457142192,259.5295993394742,257.465746170059
110,1633539.292337672,229.09544868978634,2550.8108402666353
111,1631508.8687851375,260.9465352565069,1960.5210973308522
112,1633351.5429545315,237.76115118941027,2218.623960805895
113,1633265.351440049,195.35334516670437,1731.379882897895
114,1632359.5361336805,240.2751865373163,1795.9628700941166
115,1633777.6302308303,289.17212069928246,1196.2788072939875
116,1633365.5646641983,224.193649972144,1176.3827882809546
117,1631293.630305076,282.728125157565,3998.851701447743
118,1636051.7624944628,305.0907606400441,1934.5452467753132
119,1630690.0236732096,255.3294316738195,2247.5464931096976
120,1633434.7475653293,237.22846295683513,3200.383543538247
121,1632232.7540211773,292.766362191734,184.67469584293463
122,1632709.0420622434,256.8697457071912,851.1838502567746
123,1632196.8283104405,270.79006512034107,1392.9341809124503
124,1631824.9526524842,288.6152978805795,1109.2679897294279
125,1633308.5471739704,287.5929281534239,117.21199132627498
126,1631344.2404149415,307.28157716191976,782.5241177239632
127,1630587.357771488,293.8444178389961,2460.6820987970605
128,1631736.9238781135,329.31365977301334,1118.3824676863594
129,1629690.4785664636,279.13471195728505,2880.222086751213
130,1632270.220934187,322.87277188048097,2629.338483004783
131,1630895.4559669185,340.2077430382697,3911.842372929428
132,1631180.9654758743,359.39524082231424,2680.8174353152567
133,1632091.1330647552,321.235472201171,2664.600801787298
134,1630647.0795386892,340.1509898276489,2911.3392106967603
135,1631934.9235421664,323.8207701547872,2120.7247766558276
136,1632471.3743774162,352.81337041661806,2513.4612993955484
137,1631096.3842876297,330.7548914307462,923.1458434680819
138,1631819.1695785266,330.6612169545979,2844.635243030234
139,1632280.422157277,336.5804147601529,1085.4329959534132
140,1629896.4099346104,355.6698357062367,5142.777627426094
141,1632463.9682379803,353.72873385049235,1294.9471570991036
142,1631058.5807659728,354.8215856724503,374.53491704342696
143,1633394.7132772792,408.32939443520837,3701.6279732980506
144,1632485.8015125967,358.36629812505566,2406.4333444700933
145,1632085.9007985431,369.44044475164924,1323.4514666182838
146,1632107.0829109298,416.6329040807288,3405.755318662483
147,1631003.2540819363,436.33680130184297,4272.21809502462
148,1631804.0832848086,402.2593470461157,1507.3563473244824
149,1631422.3370335242,455.9576240078215,3448.371608760933
150,1634030.495325381,401.6968680273791,4136.830397616204
151,1628831.7824972607,433.4876831019557,4401.209050138514
152,1630656.4453466127,394.87850059197683,2610.5068574162333
153,1633400.7573058757,388.7818668482267,4251.333579781309
154,1632921.4008341364,455.13909408594105,4152.748611919446
155,1629826.5112046557,456.31014784705746,3430.294603799515
156,1630042.719948269,468.85229855942475,3969.1081714263682
157,1630416.485789058,497.65553601882385,3939.894214287671
158,1627073.8343406054,462.0398362567398,2099.3641050255355
159,1629348.856430268,478.5848122511352,4460.9571566215
160,1630245.7813225037,487.01829318900894,3766.761079901685
161,1629957.6907480329,491.6477776665233,2679.357980581466
162,1630013.150826226,536.9153154478358,5600.573971354241
163,1632603.9324875271,548.3665988386566,4605.216686964275
164,1630069.847149714,523.2920162960633,523.0366533038623
165,1630715.867657632,530.2592497095246,3796.4328480771596
166,1629362.4389822527,545.3311785849736,3206.6866769464004
167,1632099.7635919682,521.6824157453843,3185.4138320950815
168,1629060.5659735035,579.4038374070939,4914.679926267115
169,1630179.3838612821,560.0640014303539,3743.414736373585
170,1630356.784695928,546.4657823571858,4527.307295651157
171,1629415.483823895,574.2036393207588,5161.647737245177
172,1630309.2841604245,597.3476659934615,5441.0190364465925
173,1629723.635777645,636.5188829159781,4285.294532945857
174,1631131.7960248352,610.7190519968253,6295.426050266584
175,1631811.443868656,607.3532679740143,5800.56124244345
176,1630474.6195543027,548.8447847109919,6998.603478435321
177,1633133.9983703487,613.272992642079,4355.937784978225
178,1629678.4773119285,622.2517689621783,4585.584771937838
179,1628562.8590628977,691.611275725149,7099.905517414325
180,1627494.3274126197,687.9816968497596,2610.156721187883
181,1630076.062701612,657.397619571715,4073.9287411819896
182,1629863.1257198143,676.4190749965371,4855.194120650293
183,1628486.9649137103,631.9436537334421,4391.966500579998
184,1628610.098217854,704.76884466151,4403.167870279622
185,1629402.270272889,754.6057804887621,5827.562631735139
186,1626918.99744,757.1612303640516,7206.578505151283
187,1630053.359450317,785.0009697822012,7038.174623426244
188,1627319.506526285,709.2684165138038,5778.490212518197
189,1627595.4069161145,757.3748801473289,6639.188735681472
190,1627249.0730320674,704.0890881510331,8421.30279998547
191,1629655.7227659698,783.2502375529076,6314.988158689704
192,1625974.9800666098,788.4346028003292,5450.221662217251
193,1629426.8568039637,812.4796612222493,4892.01851682324
194,1627755.0823651236,812.0736008245411,8851.162246521146
195,1627684.4043767252,793.3104248508344,5078.424242650513
196,1626073.1126976442,821.0103830023436,6441.272291660159
197,1627456.7134964871,878.2785850612216,6684.609671080468
198,1625846.6925229474,828.3303355068186,8518.93271291246
199,1628889.4221963533,899.7402811676418,7334.474542139603
200,1626507.1844354572,851.6120382968131,7002.770378275661
201,1627303.0276241105,842.5426235809628,7981.998522378337
202,1627002.0296037784,920.8115322359415,7690.370530022509
203,1628147.228244324,908.2943936132402,7645.314318062775
204,1628302.8322412877,939.5347170955341,6769.9383349725795
205,1625208.9799652179,914.8372772662317,9601.893161427899
206,1626399.4594582794,969.5057992172259,8860.9512812405
207,1627772.9640473693,966.7680099659019,8677.007803864723
