,Suspected,Infected,Recovered
0,558699.7623745976,10.4096201568501,-864.3605651841754
1,558522.9559211093,33.66385527323344,313.60445069847844
2,557773.3616330179,39.19926972017339,567.2467761408606
3,558648.3133443195,16.00389189963023,780.9352244384328
4,558450.4121452849,39.91150600442414,584.6999937469917
5,559286.5227625204,29.086454536813203,101.686273143798
6,559024.3207001222,29.574206466662737,363.2189275620332
7,558680.1922759423,25.42632462933911,-36.75258315368292
8,558579.5429489755,30.333879338549398,-351.0752982148163
9,558833.1125897428,26.778005057980682,816.1103629864765
10,557933.7313431682,39.75451454808569,749.8638363306802
11,558607.1291373844,39.547960815752624,-26.609180471374707
12,558703.8760199245,24.891458814803958,-149.8282546960573
13,558753.0700419493,26.971393437549917,246.89568242138597
14,558065.3459837041,13.771689018504718,105.90825952753161
15,558637.7680047884,31.116987985089747,585.7471397789739
16,558521.5625966196,47.77862037441633,-884.4504137586365
17,558692.4632933858,22.72120589926384,866.8493509799436
18,558596.9505526943,29.93454087537138,517.219424515723
19,558598.8103474146,33.97793550689945,167.13753035114615
20,558278.0536178529,25.459108054491587,-277.4657429853509
21,557771.3173743596,20.64224744974035,221.1844305060192
22,559091.500678114,35.13357479134213,150.63137650103533
23,558644.6179379416,27.536393512782084,225.70898868790792
24,558500.5495035575,19.81363672088798,-423.76883263009563
25,557873.0688030146,17.009503222693183,-519.8596265951908
26,558246.5601237667,10.938059223294317,-103.78771870049177
27,558695.556726473,17.378545835391044,1248.8710033669456
28,557282.3205359674,36.88228845179252,89.30640904299652
29,558142.4261273342,39.90879550872555,436.51916924942714
30,557830.54578797,40.170806290810084,-809.3014629995466
31,558620.8095610093,23.12794384841485,-130.48307069290595
32,558314.8389434314,29.250221658581278,650.0763010358647
33,558542.2479870623,18.75944653996131,-423.6731104626962
34,558535.1289104566,16.474520626557425,-34.88469704385268
35,558665.6661977501,47.43278328799795,-155.9552151230072
36,558059.6803488804,41.82018461185778,340.28728709268006
37,557575.4535385185,13.490009300660333,781.8109681590014
38,558019.3068785745,19.786556419906336,-63.72836377708245
39,558185.640933933,26.270505825382113,277.664021365313
40,557929.8924656671,25.3796191871414,548.3334521805257
41,557947.6657156782,27.13996114057014,111.99040582362954
